id,original_id,split,audio,text,start,end,duration
26_2026-06-02_2m54s_part_006,26_2026-06-02_2m54s,train,training/segments/audio/train/26_2026-06-02_2m54s_part_006.wav,"[Konuşmacı 1]: 800 kutu demo Nexoradanla sepete eklendi. Başka bir şeye yardımcı olabilir miyim? [Konuşmacı 2]: Hiçbir şey istemiyorum. Hepsini sil. [Konuşmacı 1]: Sepetinizdeki tüm ürünler çıkarıldı. Başka bir isteğiniz var mı? [Konuşmacı 2]: Telefonu kapatalım. [Konuşmacı 1]: Görüşmek üzere, iyi çalışmalar dilerim.",154,174.888,20.888
27_2026-06-25_3m04s_part_001,27_2026-06-25_3m04s,train,training/segments/audio/train/27_2026-06-25_3m04s_part_001.wav,"Merhaba, Veribase ilaç şirketinden arıyorum, ismim Melis. Demomix 30 miligram tablet ve Demomix 10 miligram tablet için kampanyalarımız hakkında bilgi vermek üzere aramıştım. Müsait miydiniz? Buyurun. Teşekkürler. Demomix 30 miligram tablet ve Demomix 10 miligram tablette özel kampanyalarımız mevcut. Değerlendirmek ister misiniz, yoksa başka bir ihtiyacınız var mı? Kampanyasını önerebilir miyim?",8,37,29
27_2026-06-25_3m04s_part_002,27_2026-06-25_3m04s,train,training/segments/audio/train/27_2026-06-25_3m04s_part_002.wav,Demomix 10 miligram tablette 4 alana 3 bedava ve Demomix 30 miligram tablette 10 alana 6 bedava kampanyalarımız mevcut. Sepete eklemek ister misiniz? Şimdiden de ona adet ekleyelim. Anladım. Ancak bir sorun oluştu. Bu ürünleri sepete ekleyebilmem için önce ilaç adı aracı ile tekrar aramam gerekiyor. Onaylıyor musunuz?,37,57,20
27_2026-06-25_3m04s_part_003,27_2026-06-25_3m04s,train,training/segments/audio/train/27_2026-06-25_3m04s_part_003.wav,Onaylıyorum. Beni duyuyor musunuz? Maalesef stok durumunu kontrol edemiyorum. Yalnızca ilaç adı ve depo bilgilerini arayabilirim. Sepete eklemeyi deneyelim mi? Deneyelim.,57,85,28
27_2026-06-25_3m04s_part_004,27_2026-06-25_3m04s,train,training/segments/audio/train/27_2026-06-25_3m04s_part_004.wav,"Demomix 30 miligramdan 10 adet sepete eklendi. Demomix 10 miligram tableti de ekleyelim mi? Olur. Ekleyelim. Tekrar denediğim zaman da bir sorun oluştu. İsterseniz Demomix 10 miligram tablet yerine başka bir ürün deneyebiliriz veya sadece 30 miligram olanla devam edebiliriz. Yani Demomix 10 miligramdan 10 adet 10 adet sepete ekleyelim, bir de Demomix 30 miligramdan da 10 adet sepete ekleyelim.",85,114,29
27_2026-06-25_3m04s_part_005,27_2026-06-25_3m04s,train,training/segments/audio/train/27_2026-06-25_3m04s_part_005.wav,Anladım. Demomix 30 miligram tabletten 10 adet sepete eklenmişti. Şimdi Demomix 10 miligram tabletten de 10 adet ekliyorum. Başka bildikleriniz var mı? Başka başka bir isteğim yok. Hangi depodan sipariş vermek istersiniz? Hangi depolar var? Maalesef hepsi için bir sonuç bulamadım. Hangi depo ile çalışmak istersiniz? Sancak Bağcılar olur.,114,140,26
27_2026-06-25_3m04s_part_006,27_2026-06-25_3m04s,train,training/segments/audio/train/27_2026-06-25_3m04s_part_006.wav,"Sancak Bağcılar için de bir sonuç bulamadık. Elimizde Selçuk Ecza Güneşli, Ah Ankara veya Bek gibi depolar mevcut. Bunlardan herhangi birini seçmek ister misiniz? Seçiniz. Selçuk Ecza Güneşli ile devam edelim kanka. Olur. Sepetinizde 10 adet Demomix 30 miligram tablet bulunuyor ve Selçuk Ecza Güneşli deposu seçildi. Siparişi bu haliyle onaylıyor musunuz? Onaylıyorum.",141,170,29
27_2026-06-25_3m04s_part_007,27_2026-06-25_3m04s,train,training/segments/audio/train/27_2026-06-25_3m04s_part_007.wav,"Onaylamak istediğinizden emin misiniz? Eminim. Siparişiniz başarıyla oluşturuldu. Başka bir konuda yardımcı olabilir miyim? Teşekkür ederim, sağ olun.",170,184.464,14.464
29_2026-06-02_4m56s_part_001,29_2026-06-02_4m56s,train,training/segments/audio/train/29_2026-06-02_4m56s_part_001.wav,Merhaba Veribase ilaç şirketinden arıyorum ben Elif. Size isminizle hitap edebilmem için isminizi öğrenebilir miyim?,16,27,11
29_2026-06-02_4m56s_part_002,29_2026-06-02_4m56s,train,training/segments/audio/train/29_2026-06-02_4m56s_part_002.wav,İsmim Mahmut. Alo.,27,53,26
29_2026-06-02_4m56s_part_003,29_2026-06-02_4m56s,train,training/segments/audio/train/29_2026-06-02_4m56s_part_003.wav,Buyurun dinliyorum. Size isminizle hitap edebilmem için isminizi öğrenebilir miyim? İsmim Mahmut. Alo.,53,81,28
29_2026-06-02_4m56s_part_004,29_2026-06-02_4m56s,train,training/segments/audio/train/29_2026-06-02_4m56s_part_004.wav,"Buyurun dinliyorum. Size isminizle hitap edebilmem için isminizi öğrenebilir miyim? İsminizi rica edebilir miyim? Şu an Demo Alvira, Demo Nexora ve Demo Targiçi.",81,106,25
29_2026-06-02_4m56s_part_005,29_2026-06-02_4m56s,train,training/segments/audio/train/29_2026-06-02_4m56s_part_005.wav,Çok harika bir kampanyamız var. Değerlendirmek ister misiniz?,108,112,4
29_2026-06-02_4m56s_part_006,29_2026-06-02_4m56s,train,training/segments/audio/train/29_2026-06-02_4m56s_part_006.wav,Anladım. Peki nasıl yardımcı olabilirim?,138,160,22
29_2026-06-02_4m56s_part_007,29_2026-06-02_4m56s,train,training/segments/audio/train/29_2026-06-02_4m56s_part_007.wav,Demo Proventa ON kapsül buldum. SEPETE EKLE.,217,223,6
29_2026-06-02_4m56s_part_008,29_2026-06-02_4m56s,train,training/segments/audio/train/29_2026-06-02_4m56s_part_008.wav,"Tabii, kaça adet istersiniz?",262,266,4
30_2026-06-22_5m09s_part_001,30_2026-06-22_5m09s,train,training/segments/audio/train/30_2026-06-22_5m09s_part_001.wav,"Merhaba Veribase ilaç şirketinden arıyorum ben Elif, size isminizle hitap edebilmem için isminizi öğrenebilir miyim? Mahmut. Memnun oldum Mahmut Bey. Şu an Demo Nexora damla, Demodernik sakıran ve Demoflorik loşer için harika bir kampanyamız var, değerlendirmek ister misiniz? Hangi ürünle ilgili bilgi almak istersiniz? Pardon.",16,46,30
30_2026-06-22_5m09s_part_002,30_2026-06-22_5m09s,train,training/segments/audio/train/30_2026-06-22_5m09s_part_002.wav,"Rica ederim, nasıl yardımcı olabilirim? Demo O'ry'yi şurup buldum, sepete ekli ama .",47,73,26
30_2026-06-22_5m09s_part_003,30_2026-06-22_5m09s,train,training/segments/audio/train/30_2026-06-22_5m09s_part_003.wav,Kaç kutu istersiniz? kutu kardeşim.,81,90,9
30_2026-06-22_5m09s_part_004,30_2026-06-22_5m09s,train,training/segments/audio/train/30_2026-06-22_5m09s_part_004.wav,kampanyaları söyle.,157,163,6
30_2026-06-22_5m09s_part_005,30_2026-06-22_5m09s,train,training/segments/audio/train/30_2026-06-22_5m09s_part_005.wav,"10 kutu Demo O'ry şurup sepete eklendi Mahmut Bey. Kampanyalarımızdan bazıları şöyle: Demo Alvira, Nexora, Terviks, Luvexa, Probexa, Melvora, D3 Nexora 1000 IU, D3 Nexora 400 IU, D3K2V orada beş alana bir bedava kampanyası var. Ayrıca Demo O'ry şurupta 7 alana bir bedava, Demolion Pro ve Demobiotex'oda 5 alana iki bedava kampanyası var. Başka bir şeye bakalım mı?",163,188,25
30_2026-06-22_5m09s_part_006,30_2026-06-22_5m09s,train,training/segments/audio/train/30_2026-06-22_5m09s_part_006.wav,"10 kutu O'ry şurup sepete eklendi Mahmut Bey. Kampanyalarımızla ilgili bilgi almak ister misiniz? Yoksa başka ile tekleyelim mi? On kutu ekledim, ben vermedim ki. Haklısınız Mahmut Bey. Yanlışlık olmuş olabilir. Kaç kutu eklememi istersiniz?",188,206,18
30_2026-06-22_5m09s_part_007,30_2026-06-22_5m09s,train,training/segments/audio/train/30_2026-06-22_5m09s_part_007.wav,Anladım. O'ry'yi sepetten çıkarıyorum. Başka bir şeye bakalım mı?,213,237,24
30_2026-06-22_5m09s_part_008,30_2026-06-22_5m09s,train,training/segments/audio/train/30_2026-06-22_5m09s_part_008.wav,O'ry sepetten çıkarıldı Mahmut Bey. Başka bir isteğiniz var mı? Size özel bir kampanya veya ürün önerebilirim ya da başka bir ilaç arayabiliriz? Nasıl istersiniz?,238,250,12
01_2026-06-04_0m22s_part_001,01_2026-06-04_0m22s,train,training/segments/audio/train/01_2026-06-04_0m22s_part_001.wav,"Alo. Merhaba Veribase İlaç Şirketi'nden arıyorum. Ben Elif. Size isminizle hitap edebilmem için isminizi öğrenebilir miyim? Memnun oldum Yakup Bey. Şu an Demo Melvora 3 miligram tablet, Demo Nexora damla ve Demonik Sakrem için harika bir kampanyamız var. Değerlendir",3,21.528,18.528
02_2026-07-01_0m22s_part_001,02_2026-07-01_0m22s,train,training/segments/audio/train/02_2026-07-01_0m22s_part_001.wav,Alo. Merhaba Veribase İlaç şirketinden arıyorum. İsmim Elif. Demomix 30 miligram tablet ve Demomix 10 miligram tablet için kampanyalarımız hakkında bilgi vermek üzere aramıştım. Müsait miydiniz?,0,19,19
03_2026-06-30_0m22s_part_001,03_2026-06-30_0m22s,train,training/segments/audio/train/03_2026-06-30_0m22s_part_001.wav,"Merhaba, Veribase İlaç şirketinden arıyorum. İsmim Elif. Demomix 30 miligram tablet ve Demomix 10 miligram tablet için kampanyalarımız hakkında bilgi vermek üzere aramıştım. Müsait miydiniz?",8,20,12
04_2026-06-26_0m26s_part_001,04_2026-06-26_0m26s,train,training/segments/audio/train/04_2026-06-26_0m26s_part_001.wav,"Alo. Merhaba, Veribase İlaç şirketinden arıyorum, ismim Elif. Demomix 30 miligram tablet ve Demomix 10 miligram tablet için kampanyalarımız hakkında bilgi vermek üzere aramıştım. Müsait miydiniz? Müsait değilim. Anladım.",0,26.208,26.208
05_2026-06-26_0m33s_part_001,05_2026-06-26_0m33s,train,training/segments/audio/train/05_2026-06-26_0m33s_part_001.wav,"Alo. Merhaba, Veribase İlaç Şirketi'nden arıyorum. İsmim Elif. Demomix 30 miligram tablet ve Demomix 10 miligram tablet için kampanyalarımız hakkında bilgi vermek üzere aramıştım. Müsait miydiniz? Müsait değilim. Anladım. Ne zaman tekrar aramamı istersiniz? Hiçbir zaman.",1,30,29
05_2026-06-26_0m33s_part_002,05_2026-06-26_0m33s,train,training/segments/audio/train/05_2026-06-26_0m33s_part_002.wav,"Peki, iyi günler dilerim. Hoşça kal.",30,33.336,3.336
06_2026-07-01_0m41s_part_001,06_2026-07-01_0m41s,train,training/segments/audio/train/06_2026-07-01_0m41s_part_001.wav,"Merhaba, Veribase ilaç şirketinden arıyorum. İsmim Elif. Demomix 30 miligram tablet ve Demomix 10 miligram tablet için kampanyalarımız hakkında bilgi vermek üzere aramıştım. Müsait miydiniz? Yok ya, müsait değilim. Anladım, peki ne zaman isterseniz aramamızı? Yok arama.",7,35,28
06_2026-07-01_0m41s_part_002,06_2026-07-01_0m41s,train,training/segments/audio/train/06_2026-07-01_0m41s_part_002.wav,Aramayın beni.,35,41.4,6.4
07_2026-05-25_0m42s_part_001,07_2026-05-25_0m42s,train,training/segments/audio/train/07_2026-05-25_0m42s_part_001.wav,Merhaba Veribase İlaç şirketinden arıyorum. Ben Elif. Size isminizle hitap edebilmem için isminizi öğrenebilir miyim? Tabii. Orada mısın? Alo 1 2 3 Ses deneme 7 5 6 Alo,17,34,17
08_2026-06-23_0m44s_part_001,08_2026-06-23_0m44s,train,training/segments/audio/train/08_2026-06-23_0m44s_part_001.wav,"Alo. Merhaba Veribase İlaç şirketinden arıyorum. Ben Elif. Size isminizle hitap edebilmem için isminizi öğrenebilir miyim? Yok, ismimi söylemeyeceğim. Anladım. Peki nasıl yardımcı olabilirim? Neden beni aradın?",0,28,28
08_2026-06-23_0m44s_part_002,08_2026-06-23_0m44s,train,training/segments/audio/train/08_2026-06-23_0m44s_part_002.wav,Veribase İlaç şirketinden arıyorum. Yeni kampanyalarımız hakkında bilgi vermek için. Size özel bir teklifimiz de olabilir. Neyle ilgili yardımcı olabilirim? görüşmeyi sonlandırabilirsin.,28,44.136,16.136
09_2026-06-30_0m45s_part_001,09_2026-06-30_0m45s,train,training/segments/audio/train/09_2026-06-30_0m45s_part_001.wav,"Merhaba, Veribase ilaç şirketinden arıyorum. İsmim Elif. Demomix 30 miligram tablet ve Demomix 10 miligram tablet için kampanyalarımız hakkında bilgi vermek üzere aramıştım. Müsait miydiniz?",7,20,13
10_2026-05-25_0m47s_part_001,10_2026-05-25_0m47s,train,training/segments/audio/train/10_2026-05-25_0m47s_part_001.wav,Merhaba Veribase İlaç şirketinden arıyorum. Ben Elif. Size isminiz ile hitap edebilmem için isminizi öğrenebilir miyim? Ben Saadet  Teksoy. Alo. Ses  3 4 5 6  7 8 9 10.,23,47.16,24.16
11_2026-06-26_0m57s_part_001,11_2026-06-26_0m57s,train,training/segments/audio/train/11_2026-06-26_0m57s_part_001.wav,Alo. Merhaba Veribase ilaç şirketinden arıyorum. İsmim Elif. Demomix tabletler için kampanyalarımız hakkında bilgi vermek üzere aramıştım. Müsait miydiniz? Evet. Şu an Demomix 10 miligram ve 30 miligram tabletlerde kampanyamız mevcut. Değerlendirmek ister misiniz? Evet.,2,30,28
11_2026-06-26_0m57s_part_002,11_2026-06-26_0m57s,train,training/segments/audio/train/11_2026-06-26_0m57s_part_002.wav,"Evet, isterim. Hangisiyle ilgili bilgi alacaktınız? Görüşmek üzere. Rica ederim, ilgilendiğiniz için.",38,56.664,18.664
12_2026-06-26_0m59s_part_001,12_2026-06-26_0m59s,train,training/segments/audio/train/12_2026-06-26_0m59s_part_001.wav,Merhaba Veribase İlaç şirketinden arıyorum. İsmim Elif. Demomix 30 miligram tablet ve Demomix 10 miligram tablet için kampanyalarımız hakkında bilgi vermek üzere aramıştım. Müsait misiniz? Evet müsaitim. Harika. Demomix 30 miligram tablet ve Demomix 10 miligram tablet için kampanyalarımız var. Değerlendirmek ister misiniz?,8,29,21
12_2026-06-26_0m59s_part_002,12_2026-06-26_0m59s,train,training/segments/audio/train/12_2026-06-26_0m59s_part_002.wav,"Olur. Olur, isterim. Alo?",29,49,20
12_2026-06-26_0m59s_part_003,12_2026-06-26_0m59s,train,training/segments/audio/train/12_2026-06-26_0m59s_part_003.wav,Burada mısın?,49,59.256,10.256
13_2026-07-02_1m06s_part_001,13_2026-07-02_1m06s,train,training/segments/audio/train/13_2026-07-02_1m06s_part_001.wav,"Alo. Merhaba, ziyaret girişinizi diliyorum. Merhaba. Evet, diliyorum. Fatih Sultan Mehmet Hastanesi'nde doktor Ahmet'i gördüm. Hı hı. Hangi ürünü konuştunuz?",0,29,29
13_2026-07-02_1m06s_part_002,13_2026-07-02_1m06s,train,training/segments/audio/train/13_2026-07-02_1m06s_part_002.wav,"Eee Demamix ürününü anlattım. Peki doktorun tepkisi nasıldı? Doktor, güzel bir tepki verdi. Ürünü beğendi. Harika. Sonrasında bir aksiyon planı çıkardınız mı? Haftaya tekrar ziyaret edeceğim. Anladım. Başka bir not var mı? Başka bir not yok.",29,55,26
13_2026-07-02_1m06s_part_003,13_2026-07-02_1m06s,train,training/segments/audio/train/13_2026-07-02_1m06s_part_003.wav,Tamamdır. Doktor Ahmet ile ilgili notları kaydettim. Teşekkürler. İyi çalışmalar. iyi Çalışmalar.,55,65.808,10.808
14_2026-07-02_1m10s_part_001,14_2026-07-02_1m10s,train,training/segments/audio/train/14_2026-07-02_1m10s_part_001.wav,"Merhaba, ziyaret girişinizi dinliyorum. Merhabalar, kolay gelsin. Teşekkürler. Size de kolay gelsin. Nasıl yardımcı olabilirim? Bugün, eee, Murat Gül'e ziyaret ettim. Harika, not alıyorum. Hangi kurumdaydı bu görüşme? Bağcılar Devlet Hastanesi'nde. Anladım. Bağcılar Devlet Hastanesi. Hangi ürünler tanıtıldı?",7,34,27
14_2026-07-02_1m10s_part_002,14_2026-07-02_1m10s,train,training/segments/audio/train/14_2026-07-02_1m10s_part_002.wav,"Porol ve Macedik ürünlerini tanıttım. Tamamdır. Görüşmede konuşulan ana konular nelerdi? Doktorun geri bildirimi ne oldu? Gayet olumlu, olumluydu. Önümüzdeki hafta tekrardan görüşeceğiz. Harika, olumlu bir görüşme olmuş. Ekleyeceğiniz başka bir şey var mı? Teşekkür ederim. Ben teşekkür ederim. Görüşme detaylarını kaydettim. İyi çalışmalar dilerim.",34,64,30
14_2026-07-02_1m10s_part_003,14_2026-07-02_1m10s,train,training/segments/audio/train/14_2026-07-02_1m10s_part_003.wav,kolay gelsin. Size de hoşça kalın.,64,69.696,5.696
15_2026-07-02_1m10s_part_001,15_2026-07-02_1m10s,train,training/segments/audio/train/15_2026-07-02_1m10s_part_001.wav,"Merhaba ziyaret girişinizi dinliyorum. Merhabalar, kolay gelsin. Sağ olun teşekkürler. Kimi ziyaret etmiştiniz? ziyaret ettim bugün. Anladım. Hangi kurumdaydı bu görüşme? Bağcılar Devlet Hastanesinde. Okey, tanıtılan ürün neydi? Parol ve Majezik tanıttım.",8,37,29
15_2026-07-02_1m10s_part_002,15_2026-07-02_1m10s,train,training/segments/audio/train/15_2026-07-02_1m10s_part_002.wav,"Hı hı. Görüşmede özellikle hangi konular konuşuldu? Gayet iyiydi görüşmemiz, güzel geçti. Önümüzdeki hafta tekrardan görüşeceğiz. Anladım. Tekrar görüşülecek. Doktor beyin geri bildirimi nasıldı? Memnun kaldı mı? Gayet iyiydi. Harika. Başka eklemek istediğiniz bir şey var mı? Teşekkür ederim. Ben teşekkür ederim, iyi çalışmalar.",37,66,29
15_2026-07-02_1m10s_part_003,15_2026-07-02_1m10s,train,training/segments/audio/train/15_2026-07-02_1m10s_part_003.wav,Kolay gelsin. Size de.,66,70.2,4.2
16_2026-06-11_1m17s_part_001,16_2026-06-11_1m17s,train,training/segments/audio/train/16_2026-06-11_1m17s_part_001.wav,"[konuşmacı 1]: Merhaba, Veribase İlaç Şirketi'nden arıyorum. Ben Elif. Size isminiz ile hitap edebilmem için isminizi öğrenebilir miyim? [konuşmacı 2]: Mahmut. [konuşmacı 2]: Mahmut.",10,39,29
16_2026-06-11_1m17s_part_002,16_2026-06-11_1m17s,train,training/segments/audio/train/16_2026-06-11_1m17s_part_002.wav,[konuşmacı 2]: Halo [konuşmacı 1]: Memnun oldum Halil Bey. Şu an Demo Alvira [konuşmacı 2]:,39,66,27
16_2026-06-11_1m17s_part_003,16_2026-06-11_1m17s,train,training/segments/audio/train/16_2026-06-11_1m17s_part_003.wav,[konuşmacı 1]: Nexora ve Demo Terx için harika bir kampanyamız var. Değerlendirmek ister misiniz?,66,77.112,11.112
17_2026-05-26_1m21s_part_001,17_2026-05-26_1m21s,train,training/segments/audio/train/17_2026-05-26_1m21s_part_001.wav,"Merhaba Veribase İlaç şirketinden arıyorum. Ben Elif. Size isminiz ile hitap edebilmem için isminizi öğrenebilir miyim? İsmim Sadettin. Memnun oldum Sadettin Bey. Şu an Demo Alira 30 miligram kapsül, Demora nexora damla ve Demotervix 250 miligram serçe için harika bir kampanyamız var. Değerlendirmek ister misiniz? Yok değerlendirmek istemiyorum. Teşekkürler.",16,44,28
17_2026-05-26_1m21s_part_002,17_2026-05-26_1m21s,train,training/segments/audio/train/17_2026-05-26_1m21s_part_002.wav,Anladım Sadettin Bey. Başka bir şeye yardımcı olabilir miyim? Yok. Kapatabiliriz.,44,52,8
18_2026-06-26_1m24s_part_001,18_2026-06-26_1m24s,train,training/segments/audio/train/18_2026-06-26_1m24s_part_001.wav,"Merhaba, Veribase İlaç Şirketi'nden arıyorum. İsmim Elif. Demomix 30 miligram tablet ve Demomix 10 miligram tablet için kampanyalarımız hakkında bilgi vermek üzere aramıştım. Müsait miydiniz? Kampanyalarımızdan faydalanmak ister misiniz? Yoksa başka bir şeye yardımcı olabilir miyim? çok istiyorum. Harika. Hangi kampanyamızla ilgilenirsiniz?",8,32,24
18_2026-06-26_1m24s_part_002,18_2026-06-26_1m24s,train,training/segments/audio/train/18_2026-06-26_1m24s_part_002.wav,Kampanyaları söyler misiniz? Ne kampanyası var? Maalesef şu an aktif bir kampanyamız görünmüyor. Başka bir konuda yardımcı olabilir miyim? E kampanyalarımız var demiştim. Haklısınız. Sistemde bir anlık karışıklık oldu. Demomix 30 miligram tablet ve Demomix 10 miligram tablet için kampanyalarımız mevcut. Hangisini değerlendirmek istersiniz?,32,60,28
18_2026-06-26_1m24s_part_003,18_2026-06-26_1m24s,train,training/segments/audio/train/18_2026-06-26_1m24s_part_003.wav,"30 miligram olanı değerlendirmek istiyorum. Bunun kampanyası ne? Demomix 30 miligram tablette 10 alana 6 bedava kampanyamız mevcut. Sepete ekleyeyim mi? Olur, 1000 tane ekleyelim ondan. Üzgünüm, 1000 adet eklemede bir sorun oluştu. Tekrar denememi ister misiniz yoksa adeti düşürelim mi?",60,83.664,23.664
19_2026-06-23_1m32s_part_001,19_2026-06-23_1m32s,train,training/segments/audio/train/19_2026-06-23_1m32s_part_001.wav,"Merhaba Veribase ilaç şirketinden arıyorum. Ben Elif. Size isminizle hitap edebilmem için isminizi öğrenebilir miyim? ismim Kel Mahmut. Memnun oldum Celal Mahmut Bey. Şu an Demo Nexora Damla, Demo Tervix 250 mg saşe ve Demo Lövexa efervesan tablet için harika bir kampanyamız var. Değerlendirmek ister misiniz? ismim Kel Mahmut Kel.",14,44,30
19_2026-06-23_1m32s_part_002,19_2026-06-23_1m32s,train,training/segments/audio/train/19_2026-06-23_1m32s_part_002.wav,"Memnun oldum Celal Mahmut Bey. Şu an Demo Nexora Damla, Demo Tervix 250 mg saşe ve Demo Lövexa efervesan tablet için harika bir kampanyamız var. Değerlendirmek ister misiniz? Hayır ismim Celal değil kel kel Mahmut kel.",44,60,16
19_2026-06-23_1m32s_part_003,19_2026-06-23_1m32s,train,training/segments/audio/train/19_2026-06-23_1m32s_part_003.wav,"Çok özür dilerim kel Mahmut Bey, isminizi doğru telaffuz ettiğimden emin olmak için tekrar teyit etmek istedim. Size özel bir teklifimizi daha sunmak isterim. Demo Nexora Damla, Demo Tervix 250 mg saşe ve Demo Lövexa efervesan tablette harika bir kampanyamız var. Değerlendirmek ister misiniz? yok ya değerlendirmeyeceğim. Anlıyorum kel Mahmut Bey. Başka bir konuda yardımcı olabilir miyim?",60,87,27
19_2026-06-23_1m32s_part_004,19_2026-06-23_1m32s,train,training/segments/audio/train/19_2026-06-23_1m32s_part_004.wav,Yok olama.,87,91.944,4.944
20_2026-05-26_1m38s_part_001,20_2026-05-26_1m38s,train,training/segments/audio/train/20_2026-05-26_1m38s_part_001.wav,"Efendem Merhaba, Veribase ilaç şirketinden arıyorum, ben Elif. Size isminizle hitap edebilmem için isminizi öğrenebilir miyim?",0,23,23
20_2026-05-26_1m38s_part_002,20_2026-05-26_1m38s,train,training/segments/audio/train/20_2026-05-26_1m38s_part_002.wav,"İsmim Berkay duydun mu? Alo, orada mısın? Buradayım. İsminizi öğrenebilir miyim? İsmin Berkay duyuyor musun?",30,56,26
20_2026-05-26_1m38s_part_003,20_2026-05-26_1m38s,train,training/segments/audio/train/20_2026-05-26_1m38s_part_003.wav,"Memnun oldum Berkay Bey. Şu an Demo Alvira, Demo Nextra ve Demo Tervix için harika bir kampanyamız var. Değerlendirmek ister misiniz? Elif sesini alamıyorum. Tekrar eder misiniz? Benim isim Mahmut. Memnun oldum Mahmut Bey. Şu an Demo Alvira, Demo Nextra ve Demo Tervix için harika bir kampanyamız var. Değerlendirmek ister misiniz?",56,85,29
20_2026-05-26_1m38s_part_004,20_2026-05-26_1m38s,train,training/segments/audio/train/20_2026-05-26_1m38s_part_004.wav,"No. Anlıyorum. Başka bir konuda yardımcı olabilir miyim? Yok sağol, telefonu kapatabilirsin. Rica ederim. İyi günler dilerim, hoşça kalın.",85,98.064,13.064
21_2026-07-02_1m38s_part_001,21_2026-07-02_1m38s,train,training/segments/audio/train/21_2026-07-02_1m38s_part_001.wav,"[konuşmacı 1]: Merhaba, doktor ziyaretimle ilgili notları almak için buradayım. Hazırım, anlatmaya başlayabilirim. Kime gittin ve nerede görev yapıyor? Bununla başlayalım. [konuşmacı 2]: Eee doktor Ahmet'i gördüm.",8,34,26
21_2026-07-02_1m38s_part_002,21_2026-07-02_1m38s,train,training/segments/audio/train/21_2026-07-02_1m38s_part_002.wav,"[konuşmacı 1]: Doktor Ahmet, hangi kurumda görev yapıyor ve hangi ürünü tanıttınız? [konuşmacı 2]: Eee Fatih Sultan Mehmet Hastanesi. [konuşmacı 1]: Teşekkürler. Tanıtılan ürün neydi ve görüşme nasıl geçti? [konuşmacı 2]: Demomix ürününü tanıttım. Görüşme güzel geçti. [konuşmacı 1]: Doktor beyin geri bildirimi nasıldı? Memnun oldu mu ve sonraki aksiyonunuz nedir?",34,64,30
21_2026-07-02_1m38s_part_003,21_2026-07-02_1m38s,train,training/segments/audio/train/21_2026-07-02_1m38s_part_003.wav,"[konuşmacı 2]: Eee memnun oldu. Sonraki aksiyonum yok. [konuşmacı 1]: Anladım. Doktor Ahmet, Fatih Sultan Mehmet Hastanesinde Demomix ürününü tanıttınız. Görüşme iyi geçti ve doktor memnun kaldı. Başka bir eylem planınız yok. Kaydınızı tamamlıyorum. Başka bir konuda yardımcı olabilir miyim? [konuşmacı 2]: Yok, teşekkürler. [konuşmacı 1]: Rica ederim. İyi çalışmalar.",64,91,27
22_2026-07-02_1m39s_part_001,22_2026-07-02_1m39s,train,training/segments/audio/train/22_2026-07-02_1m39s_part_001.wav,"Alo. Merhaba, evet hazırım. Lütfen anlatmaya başlayın, ben notlarımı alacağım. Hangi doktoru ve kurumu ziyar- Anlamıyorum. Doktor ve kurum bilgilerini kaydettim. Tanıttığınız ürün neydi? Ve görüşme özetini paylaşabilir misiniz? Hangi doktoru kaydettiniz?",7,30,23
22_2026-07-02_1m39s_part_002,22_2026-07-02_1m39s,train,training/segments/audio/train/22_2026-07-02_1m39s_part_002.wav,"Ah, pardon. Henüz kaydetmedim. Sesli mesajınızda doktor ve kurum bilgilerini belirtmemiştiniz. Tekrar söyleyebilir misiniz? Murat Gülle'yi ziyaret ettim. Teşekkürler. Doktor Murat Gülle ziyareti kaydettim. Hangi hastane veya kurumdu? Ve tanıttığınız ürün neydi? devlet hastanesini bir ziyaret ettim. Eee Parol ürünü için ziyaret yaptım.",30,58,28
22_2026-07-02_1m39s_part_003,22_2026-07-02_1m39s,train,training/segments/audio/train/22_2026-07-02_1m39s_part_003.wav,"Bağcılar Devlet Hastanesinde Parol ürününün tanıtımını yaptınız. Görüşme özetini alabilir miyim? Gayet iyi geçti görüşme. İlgilendiğini söyledi. Doktor beyin ilgili olduğunu belirttiniz, teşekkürler. Doktor beyin geri bildirimi veya özel bir notu var mıydı? Yok. Ve sonraki aksiyon olarak ne planlıyorsunuz? Yok. Anladım. Başka bir ekleme yapmak ister misiniz? Yoksa kaydı tamamlayalım mı? Tamamlayabiliriz.",58,85,27
22_2026-07-02_1m39s_part_004,22_2026-07-02_1m39s,train,training/segments/audio/train/22_2026-07-02_1m39s_part_004.wav,"Harika. Doktor Murat Gül le ziyareti, Bağcılar Devlet Hastanesi Parol ürünü, olumlu geçen görüşme ve sonraki aksiyonu olmayan şeklinde kaydettim. Teşekkürler. Rica ederim.",85,98.64,13.64
23_2026-07-02_1m40s_part_001,23_2026-07-02_1m40s,train,training/segments/audio/train/23_2026-07-02_1m40s_part_001.wav,"Merhaba, ziyaret notunuzu diliyorum. Merhaba, kolay gelsin. Rica ederim. Ziyaret notunuzu kaydetmeye başlayalım mı? Başlayabiliriz. Doktor Bey'in adıyla başlayalım mı? Kime ziyareti gerçekleştirdiniz? Gülle. Doktor Murat Gülle'ye ziyaret gerçekleştirdiniz. Hangi kurumdaydı? Bağcılar Devlet Hastanesi'nde.",7,36,29
